"","Gene","GSM223386","GSM223387","GSM223388","GSM223389","GSM223390","GSM223391","GSM223392","GSM223393","GSM223394","GSM223395","GSM223396","GSM223397","GSM223398","GSM223399","GSM2233100","GSM2233101","GSM2233102","GSM2233103","GSM2233104","GSM2233105","GSM2233106","GSM2233107","GSM2233108","GSM2233109","GSM2233110","GSM2233111","GSM2233112","GSM2233113"
"Gene_58","Gene_58",6.58461374963607,5.96696384072401,6.53848203210264,6.31045008054165,6.59194600339721,4.88745468004491,6.55414393256938,4.77534144806936,5.77602884857974,7.31664471072918,8.10655860175097,5.70149141302475,6.2050619382332,6.85086062363144,6.4487603052257,5.84325983906578,5.06572410532627,7.9277281824019,7.13232732088381,7.09095134492324,5.72155905950023,6.45715365045017,7.42108869022007,4.79819299971545,5.64877716716386,6.90537974194032,5.4041762534706,5.08831346483274
"Gene_59","Gene_59",6.12385424384461,3.53410180623997,6.76905229499561,4.57889155249551,5.88031033586689,4.94892677381844,6.20366396511615,5.68103737626178,6.44352271440111,6.72265692634597,4.48409986893714,5.47470542735961,5.17540451145628,6.50217905968609,4.73075495788877,4.55743731520441,7.18075478725766,6.50073312783908,6.11153896347961,5.86659803376362,7.05409934754309,6.10271365536439,6.96059891960287,5.69835695514011,6.84633547571125,4.73141868676062,6.17004964590181,5.61891990383542
"Gene_60","Gene_60",6.21594156874397,8.57145814586664,6.12071932928703,6.95536563973041,6.07400521168496,6.52541244826636,4.20086354823413,6.71227045585378,4.43625929243211,3.67074653714247,5.4949364780092,5.80331418412305,6.5845805836785,7.43374253551606,6.65427019304147,6.18476433593766,6.14299368395766,6.06631087511267,5.16987336103645,3.99392169032996,5.37694104811618,5.13908313433395,5.95358839415612,5.40687123917884,7.01884847499035,5.68637890050926,4.96797399079296,5.61600253341022
"Gene_61","Gene_61",6.37963948275988,3.92898794060596,6.86364843415775,4.9184580771685,6.7412773771714,3.44826319798111,7.08295568079775,3.81177362489599,6.01390365830339,3.48905465225664,5.8612370596576,3.11038727979992,5.00170133412972,6.29995018742889,5.46509062536956,3.40155409543029,7.56473745939815,5.50053700106236,5.51740998727802,3.79755195288548,5.82180817774237,4.27238713131654,5.24525975836188,3.61829390650102,6.59454583048191,4.79367669008042,5.90934536107569,7.53218130134076
"Gene_62","Gene_62",5.4976765468907,6.65119328158767,7.38051452831454,8.29961936115444,6.75329504784908,6.99347998212221,5.64914638495314,6.54364862125484,5.48378401271632,5.76588250565847,3.86379499961623,5.37769788342605,4.51571849387275,5.42462424242946,8.33752882268268,7.11407753323473,6.40090412754538,5.53838486836184,4.68281568650692,6.75926864129989,5.66761429472163,6.87453962706215,4.70171057025218,6.37283578264486,6.24685679744729,5.43661409616529,5.09568526341197,5.97392883063044
"Gene_63","Gene_63",5.66679261633058,6.27376649103655,7.96624801545563,6.15670298737573,5.73732949663822,6.03852359907535,4.59650991528497,4.93618864816126,4.80945742448247,4.89183932661947,5.96878000403984,6.35558715707793,6.25777748308749,6.39063883260337,5.40366194107511,5.718957963527,4.45244277928775,5.94317961852965,4.61262398525817,4.12589538935769,7.60388383078126,5.76409046039394,4.99005199332111,5.55283000029973,6.74858677191358,6.04486726548694,7.73819787845621,5.85016037555828
"Gene_64","Gene_64",4.98142461689291,7.02467323481835,5.97160494525094,6.046733527518,5.6874561310029,6.53614897578572,5.79820333508667,5.72587028264944,5.58693079216297,5.72677582439784,5.40683096208757,6.21360595350262,6.41529000405881,7.55866378109588,3.11237017095112,4.90899972335183,6.49491061825843,7.05022857914546,7.13239345345274,4.28488619567439,7.44882146078712,4.77557934464273,5.55774464337689,2.58621199460113,5.07205165531345,6.11708093661563,5.67708636839303,5.53165029862513
"Gene_65","Gene_65",4.92820877352442,6.81765944637409,3.7509489096676,6.09658583408244,6.07359860900787,5.47637330211384,5.8732218402077,6.21700603247715,6.37199494542291,4.86655884573581,8.23560276857964,5.59593031842786,7.02541957291262,6.19904542772655,7.37208530087141,6.23922273773727,5.25214610514934,6.10571373539749,3.94148547313796,6.02279442314519,4.94160034996362,4.34869731385439,4.79243393999338,5.79100212181217,5.32556059934341,7.63056369553001,5.40225392131223,7.12579662627949
"Gene_66","Gene_66",6.30352864140426,5.79020682877149,6.03152600459399,6.0697662309003,7.06301778929474,4.84877866505641,7.05920687266615,5.64061428183439,6.09234296402046,6.35930795373057,3.08202378611664,7.01282233205102,6.7260760679209,5.34618699868032,5.40134761832116,5.94678231594249,6.00060335939036,5.52458715336195,6.55869349908078,6.12061884040649,6.4365143383455,6.6227056351297,5.85655167455935,6.18823761884825,5.08746548554989,5.21500813322969,7.12492410292339,5.7879804129471
"Gene_67","Gene_67",6.44820977862943,6.37816777220851,6.20556120844997,4.15152722466233,6.426020486679,6.91475224100276,4.832603967736,6.11283169498315,6.69348376252113,6.33564476386514,7.48822116820748,4.35887055866693,6.21978737614636,5.00242919458476,6.5929509178596,6.04031788223223,5.89834662887523,6.18498635184542,5.61582497194251,7.21905112735143,4.70279852611758,5.93607869567073,5.46425790390455,5.92932827729149,6.35189276540158,6.76697427477335,4.26867190090443,6.47001888705693
"Gene_68","Gene_68",6.0530042267305,5.05459116887611,5.8446546528556,4.32887294135776,7.43300751082319,6.23807149156271,5.44235637268156,5.32925197394674,6.94089924315355,6.81098435313938,7.00802466769112,6.48275860856041,6.69159961179607,7.4004443032093,6.22574206980329,6.21545474434617,5.85594185737035,5.55236617449301,4.67434444480801,5.93853554495421,5.17092656972654,5.40675688691337,7.97806561213558,6.20101115036719,6.06278060447084,5.40657874967541,7.0550838439675,6.10887346516009
"Gene_69","Gene_69",6.92226746787974,6.85692301089932,6.56828862077707,5.9224610332088,5.99236312958003,5.76093224054529,7.48811992838316,6.3743452232595,6.82846402972786,6.41645613593357,6.7350916296203,7.56983056712062,5.01950226462887,8.59949170568404,7.09631206213814,5.60597899986407,5.66863094326615,7.86991842288677,5.76749249042127,6.50796769116612,5.41838875762859,6.22560336352255,7.09974633988314,5.54965492891768,6.39391704455832,5.7235153901104,5.28874922913402,4.4385747789897
"Gene_70","Gene_70",8.05008468562714,3.68954721425882,7.01067796451427,3.56951817257668,7.12566760522075,4.21982087968891,7.35866576877003,4.06953066063192,5.67551082352465,5.74469959199704,6.14681199272481,3.74273779489455,4.85939029613853,3.10328527013226,5.09673397607667,3.82399467934921,7.92120815461321,3.76736194605048,5.81094870066241,4.42386890734068,5.15269819106806,3.45459255064031,6.50827950634927,5.10295773856555,6.39090157411132,4.10079402290239,6.19106831949942,3.33932226605466
"Gene_71","Gene_71",5.50896883394346,8.41677335378821,5.48201756983218,6.05473652505743,6.88300231101725,7.32590834259925,7.16321454390236,5.95295065334687,4.67184380194294,5.6138621227119,5.2891997047958,6.38758491804085,4.78451200320517,6.1105373040221,4.81093840875207,6.64800381835491,7.5098548579768,6.94076258235568,7.2023016768504,6.74449878758358,6.2285932919801,5.91763141242499,5.44150764424703,5.66106026453927,7.16127591931519,6.31216285659173,4.66214844987695,6.00114889952699
"Gene_72","Gene_72",3.69083112435919,4.34895110431181,5.70590467284389,3.88879162673947,6.61208346090007,5.30183336537993,7.66152394534788,4.05121291355385,5.71966503008764,3.84669663256357,7.10563140078162,5.44171199667572,6.04472853632333,4.43193085438565,7.06496900017888,7.62673701629703,5.11071560192885,6.00114037939802,8.39883323295012,6.91615283903272,5.6868143335555,6.28587608307539,8.01685395284189,5.54125653239327,7.74197897662288,6.10699067509395,6.62040897823253,7.20310842125094
"Gene_73","Gene_73",7.00573852446226,5.53601275703399,6.39784220880034,4.50130174547324,6.41470070677846,5.25059155553682,6.2040309798299,5.32633141872126,7.16965543651082,6.02565921307989,5.11425293496441,5.97798496375991,6.66147037468094,6.06967120631415,5.04143253249406,4.07430622650367,6.1986802070476,7.33035103673469,7.82290899159925,4.66629698604211,6.30620212812262,3.96110702550666,5.72132516338055,6.92474251554194,4.69086533511336,5.51857781711238,6.96786328894985,6.3116930571071
"Gene_74","Gene_74",5.29079923741761,6.82537986275924,5.44977625851086,4.89851656106126,5.72011760285748,5.38038494729265,5.41811631313023,4.51035591510175,5.87852363509193,6.6498488450255,6.69476181786188,6.8156034621224,6.90639224714264,5.69282013524768,4.46630588212685,5.86431958748549,7.15136467995391,6.93072434731139,7.6269914642286,5.31650452675146,7.22963755720089,5.0156794718859,5.96313628030367,7.19278655796072,6.4347574536964,5.98729013114055,6.34754847748523,6.13059842725672
"Gene_75","Gene_75",5.31199138353264,6.51013254687866,6.09126738348824,6.98605822106025,5.89096249083077,4.41500873179013,6.55520406186342,4.3942819423797,4.36270834895488,5.5987644004872,6.40263918531464,5.08598551860644,7.48370145305015,5.98794671374628,6.77796949500986,6.9796823049288,7.10252557067069,5.3512430724449,7.61588635938788,6.91867062999604,7.17110292471268,4.67836322242378,4.06977462150796,5.58109217489989,5.3919071989169,6.25313452181669,5.335395331062,5.19483653587478
"Gene_76","Gene_76",7.0255713696967,5.410518961485,4.0382924011147,4.90150999290988,6.22939549570847,6.81962813750374,7.05872312582593,5.50611689915476,6.49138322286978,7.40087647763291,7.07623819643517,5.44517920225086,6.32920058757484,8.89485439080467,5.93474172440963,4.82078806789932,5.10461695393672,6.28205759547214,6.92873539670628,3.8330081929484,3.9287113549036,4.76269014307831,7.09456625573888,5.87336111924849,7.41077825366179,6.41804983338612,6.59188583653065,6.92608765431636
"Gene_77","Gene_77",5.71522699294899,5.00321925779248,4.88010027860238,5.20048604642347,6.04888889067929,6.19236964674425,8.41363327147105,5.8392016322544,6.28181931069337,7.09476867868607,5.40345356851151,6.53222334738485,5.87180855065582,4.60131952154033,8.27820422438891,7.16681337455667,7.4098008988475,5.85418357187051,5.54548358266526,3.43113530482133,5.74558828969821,7.55250207170482,5.94522819330078,5.28983864498358,6.69935775088031,4.65838260554694,5.77031265469996,6.94701699312821
"Gene_78","Gene_78",4.77928228774546,6.1444757047107,4.67224452439588,6.07987381867405,6.94322446838622,6.20717197421793,4.03501766728881,6.28360022580062,5.59939664480781,6.53749329892122,5.41901237202297,6.41570968972446,5.33872305701044,6.43211340170645,6.34360962263468,5.62077258470273,5.29540420296412,6.50278285815329,6.17117292461364,6.13621451289179,6.47639654010207,7.18360405030045,4.98447370050904,6.12986772394972,7.19161191262195,5.77912692053241,6.1832669688825,5.67820203101357
"Gene_79","Gene_79",6.18130347974915,5.98569258683309,5.14637630327276,5.67725363817489,5.89068287681357,5.95665264565231,6.27323570306682,7.09126265030032,6.173361502856,6.06977475777461,6.30207656381221,6.80685918181231,6.25406821964673,7.83265771671135,5.6469072596387,6.70775212141734,6.12664253326838,5.9536390893836,4.46940474089482,6.03353699548577,7.1648359123802,6.76433552342133,5.99227133451146,7.74349207373836,4.76370434437439,7.80159335709421,5.56518728996057,6.77242327050274
"Gene_80","Gene_80",5.86110863756096,4.20971876273594,5.30669547206933,6.14641717866796,5.92962307841217,5.48983955857589,6.65479458286965,6.44440029692258,7.36938766954533,5.44849936680621,6.30568515551434,7.25274819689651,5.93564472519685,5.38897745658413,5.37281545010515,7.47376577810174,6.16875580379343,6.47033465325842,5.22216732414696,5.65257587381507,5.42948455581557,5.62921665573722,7.07727289261698,6.87623710164628,6.08230082773149,5.43178163985477,8.43541243676281,5.75838949744072
"Gene_81","Gene_81",6.00576418589989,6.03455106713385,6.38230514254637,8.30506198204569,5.51568091243434,5.17658138622378,5.94540134463962,7.01207034075848,7.29919609375684,5.82305663221806,7.37399835400225,6.76985274178152,5.67487068333781,5.18065728683981,7.68460867330367,6.89857683335633,4.0800088754462,5.88302089591948,5.12696548520659,6.8482843667087,6.12782792863998,7.18452861310422,6.08166067194458,6.645640766251,7.61284463522789,6.05200123489416,4.23801166450312,6.21277097538914
"Gene_82","Gene_82",6.38528040112633,6.19023031569246,6.98211300252264,4.87539632874176,5.86166367145667,6.85185640329267,4.44217775151489,5.47368971236547,5.54370310645454,6.46917784766992,6.48539942838607,4.92236739278681,5.32297693471744,6.04830946044581,4.78507211576851,7.21431502306541,5.86669257976629,6.95564240260189,4.90982869761564,7.19226331534088,7.63205862988908,4.77885611860654,6.30340026345347,6.46662305500678,5.13456524208035,6.99572628701801,6.63202084738562,6.82559476463809
"Gene_83","Gene_83",5.62933996820759,8.52682789573095,5.27261647091246,8.0466318588393,5.93123435769616,6.92591682582896,6.74150089208624,8.04426132556032,6.01066486185806,9.3198982869968,6.14484003934765,8.50588286529306,4.99413510197131,9.65265286870554,6.61696204531091,6.14427444035931,3.89961342698006,8.66526844197704,7.41265589165171,9.34564031412148,6.19899386967598,6.35612745175356,7.05979348073025,8.14049405246612,5.00481023359789,7.13218089187533,7.91165512857432,8.91515097527967
"Gene_84","Gene_84",6.64437654851883,4.94498295739732,5.00316101762199,5.48324055025627,3.68626422610058,6.44029894196541,5.22091425873608,7.08516888442625,4.54591085506576,5.70388534318567,6.84261984391545,5.60091257975104,5.01705300197315,5.65687515959501,6.56168001524634,4.7266371963452,4.03366149581822,4.68413457314511,6.50004796260919,5.82339154746506,7.87590306780823,2.97295428123601,5.08307235418475,4.33402211848577,5.85660006200374,4.68077152817152,5.15445959475799,5.24763230801349
"Gene_85","Gene_85",5.77951343818125,6.47613327830263,4.95831114101049,7.51239542683245,4.63516830278568,5.20738834924232,6.50586149883051,6.0012071839381,5.27224667403126,5.27174674157636,5.45639218423724,5.99414250188721,7.46883036183791,4.97420872922166,5.42719406836042,6.5814666578893,6.32051543241722,5.97927032056244,6.26450705473118,5.97288319827662,3.78324486506086,6.22731354438106,5.75071792218579,6.74903043526185,5.33172739847093,7.17018752212763,4.29331609163319,6.3781999328032
"Gene_86","Gene_86",6.3317819639157,7.37857013695924,5.58541127363633,5.23051507710972,5.92751309004804,6.28231021454547,6.90755170601785,4.31975528431663,8.00824039746518,8.4756058618661,7.0929718962791,6.91736235538914,6.25061783329352,6.07054854179256,7.53571787982434,5.08921920180785,6.34124342063399,5.66333709526663,5.98867337201759,6.30496337447464,8.03387780206071,6.03647060906656,6.69030908093952,6.14488526106311,6.83322798541768,6.62830326963345,4.78054808774366,5.47487551320808
"Gene_87","Gene_87",7.09683901314935,6.45623640317981,5.76097093184744,5.91791309622428,5.7347162251355,5.25930947780985,7.28395701047459,5.15344448090788,7.49800968551095,6.5185571703497,4.97745839613841,6.27615544386934,5.5699282433667,3.98218073188926,5.25234453553156,5.44812550449905,6.97433470069936,7.11643673864278,6.98593529165651,3.87379122496807,3.62501385839043,5.20990853335603,4.60486865027304,5.48121682903514,5.57786831340908,4.89511085617222,6.11242381246303,5.80944868211179
"Gene_88","Gene_88",6.4351814908338,4.86441152962566,6.48361753383827,6.78713361432271,4.79913067179256,5.47665831731597,4.44213620261443,7.00759205983273,5.77074527471687,5.09639679466255,6.33814737137287,6.15518836020889,4.42080892044022,4.5245448790129,5.98052814214396,7.38422224664466,6.37954619821939,4.84833066313926,6.8846377685984,4.99581911434206,7.13308270961088,6.48915850008,7.19726096557234,7.31128160759596,5.7913493255236,7.47772473882889,7.41707010715515,5.09788130415417
"Gene_89","Gene_89",5.67406841446877,5.5643545303081,5.67867515783161,4.9414094640516,4.00846182395698,7.76936591702701,7.08174184817912,5.38926274232254,5.30753485469723,6.93097905634325,4.29315423638727,5.87988525460222,6.19286373691064,7.08646279809096,6.38762840391646,6.11649412372304,5.32623070438586,3.95500503229812,5.09513813642084,6.7968631231798,7.06322316087704,6.04236729985625,4.9221318164501,6.84561357947712,4.65113456967097,7.00795474851833,6.67975826734929,5.97593981732987
"Gene_90","Gene_90",7.14880761845109,8.18315295758889,3.92151073113998,9.49222515377729,5.64563078008657,8.5053319569688,5.24301864305398,8.17049347081241,4.6333767028316,7.89873583593314,6.24644925820667,8.23406784289227,5.50269994481957,8.29586491247767,8.32312597346536,7.88236721651846,5.19927292589624,8.30472466768264,3.99617564856557,8.0841689012127,5.62009271744479,7.53449078620832,6.26872572369192,9.04700984943677,6.35394899969498,9.58657766621218,6.16522372879703,8.70944600503076
"Gene_91","Gene_91",6.99350385596212,5.35295436868173,5.90856572444986,6.67576241547425,6.65349576569428,3.85510297572434,4.71098052615104,6.01422269568064,8.12605185376369,6.82678924852163,4.43203686885797,4.82137481144185,5.91410844865785,3.82600357003603,6.61515223831476,5.7544143679844,6.80455450679221,6.94196206412267,4.82152556294706,4.69732571605047,5.66899940592315,7.2742216233878,6.17730405045337,6.74742802141187,6.67424607352696,4.79038322521417,4.98838002206285,5.68753828713756
"Gene_92","Gene_92",6.54839695950807,3.84235366498472,7.18718681065156,4.92579339046965,7.77323863192756,6.12641241610032,7.31432066591943,5.50364239265034,6.11462972483847,6.05179695256083,5.76851505503467,5.57845197599288,5.79285124471022,6.61761625722293,7.73154802913209,4.40210448128358,7.45103564875772,6.4529103561167,5.50512888097116,7.28897849816186,6.35554808191788,7.43994877106216,5.4057037300001,5.23786744492243,4.7163157131917,7.04171040108788,5.2472549414725,6.72071744873105
"Gene_93","Gene_93",6.23873173511144,6.88425082002821,7.19160126851033,6.45457780905774,5.96154320629066,5.54818706374278,7.14625997326498,5.64921360759362,5.40605109063288,5.94157094875479,4.24254454993354,7.61657603604283,6.7760553887025,3.69520464755108,5.27143737679782,4.11942603497163,6.79879371102465,7.35278265051485,5.996757068134,6.48978062605894,6.16988859903547,7.04242536770994,6.21636127581201,5.74504554916062,7.44958453509574,6.09816161611806,6.06804917785357,5.89717119904061
"Gene_94","Gene_94",5.37209392396063,5.17052238837548,5.21103678188877,5.78669285676693,7.49318484062772,4.86337381222233,5.757416732295,6.39172054785809,7.07806733795125,6.09061162071226,5.36038017010125,6.61612284329771,5.93136474094716,5.55303128815489,4.25455969321648,5.78223375616963,6.21692478937968,6.901955687705,7.50340582686359,5.39764654582315,6.23923859382476,6.59659068086551,5.80776063856833,4.08955437844852,5.07129316733267,4.08738335362811,6.06799128306987,6.55902202950858
"Gene_95","Gene_95",7.36065244853001,5.42643972923172,4.45222345636243,6.31322877199433,6.08302215763597,6.20978589043119,6.75954070623834,6.20957882889225,4.90041416714109,6.41278079705255,5.22383309006571,5.0382059732352,5.82199858296929,6.29949067695872,6.8893567851826,6.3547387949361,5.93100280371759,5.06968986841922,6.63476933487504,6.01129202856147,7.31400656157686,4.99853464787341,6.89394450669448,5.7987918535871,6.4557635941828,5.15460640323091,5.84458896382879,4.44580162134326
"Gene_96","Gene_96",5.39974041285287,7.50390060900454,8.45806049186527,5.91002480298434,6.11553210425956,6.12996551601936,5.13967425857694,7.23467013989917,6.72656419760645,5.38991426845607,6.55477465298797,4.77144334065073,8.3728384785312,4.57152541327542,4.37153100031388,4.68105521884702,7.6284169621075,6.93052499434682,6.68544466860747,6.06683173560558,6.22927497679138,5.75167348360255,4.65475543323036,4.22204421624164,6.17365547883902,6.73874074060038,4.1539924198123,6.70992262958603
"Gene_97","Gene_97",8.18733299301658,7.4432460828639,5.83757805752058,9.28790704924765,6.32482531334875,7.88888443990122,5.84896842094796,8.01757122803437,7.4408703022386,7.56202778219617,5.41787786991429,7.25806075888001,7.08720419757735,9.48488849650221,4.65778963610543,6.40961091531269,3.50831301857769,7.62861437163034,6.81047829957046,7.91952174120328,3.9357446289693,8.17298543917984,7.29769183878719,8.32962039405412,5.12557976696221,8.98456045664282,6.25169054480086,7.56579526001777
"Gene_98","Gene_98",7.53261062618519,6.8457315401893,5.90254874989438,4.64889961429667,5.12942275473908,7.97270356733745,5.90627676623913,5.07679195797332,5.78982984037834,5.81522079386064,5.23140489812745,6.5801568565633,6.13001823130187,7.21450578994531,6.61077020223833,7.2755091369191,6.99290910096881,7.1050875580454,5.86957423298959,5.81716676769923,6.41627418952243,6.14958578345488,5.74717113347784,6.15435442317656,5.44781069981868,4.52544445811265,5.76644265225299,5.56191894472764
"Gene_99","Gene_99",5.76429964089952,4.73931712118122,6.42057418869815,5.47738330280408,5.94828178710512,3.75130993318344,5.719259945496,6.16590310157944,7.45128094388337,6.17130143163709,7.22151568781476,6.43315896458261,5.26880200337203,5.32514406895723,5.94422337333136,6.50699835111917,5.83230471804699,6.99288190763234,4.9259168331409,5.85170982646687,5.67726939723217,7.11791338203872,5.2582189936842,5.38171275860885,6.9489998579575,6.01268182459934,4.41596298707766,6.25930414087694
"Gene_100","Gene_100",4.97357909969322,5.64545759692602,4.38596054338088,5.7508093222446,6.90844769879225,6.83821938727849,6.73409873649724,6.70533455324418,6.64155143140925,5.6826235447306,7.66917040967207,5.43141769685888,7.17912968355308,7.12102190988245,6.84701928165966,6.48209487168967,4.87289882035681,5.9502119598543,5.10245674529409,6.66009345931862,6.8429135292775,4.5805294875593,4.93705075733027,5.97675348400637,5.93410518805575,4.13594776003791,4.26201023188551,6.49153713716737
"Gene_101","Gene_101",5.2895934363007,8.0663982463034,5.27178088880871,7.14415554058855,5.25027421314781,7.85093099497731,7.53732753549595,10.4219212211669,5.32119238112004,8.45693882789778,7.09348038421025,7.77126992454095,5.06735044380723,8.3365040419999,7.43317474126775,9.05705076321475,6.83666204040075,9.20789142378646,4.64276936763631,9.13960870175057,5.12506145148473,6.78433520075565,7.07991563923797,6.52191756246291,5.83754732037997,9.0252523944127,6.16452485687835,7.64472264140359
"Gene_102","Gene_102",6.25688370915653,4.83134857557564,4.45955759470999,4.96004495623381,5.67839393011204,6.65651341057938,5.5442289372211,5.53631698689627,6.57431273634746,4.898264587398,4.50875749485855,6.97822806952561,5.95193582677235,6.65011318866726,6.9127448826606,6.55474357042332,5.01972135351655,5.73210247780912,4.70730219381512,6.55210946247601,5.74942978621077,5.93995403999543,4.46142432837562,6.37918115223339,6.92861683124708,6.4924302648451,5.09854961533091,4.96812464137475
"Gene_103","Gene_103",5.75330812153763,5.36525173509109,5.3069053859894,5.98201975942334,4.85222924954075,5.54600229936132,5.96734154764427,5.67364642809173,5.29548547371107,4.56904154713262,7.27665308259526,5.69292639003398,6.85258574852098,6.67100418790199,6.3823299811069,4.94449731839895,6.34400598822978,7.01100559908234,4.4827926936705,7.74588497893553,4.46211627825285,4.52909240793983,6.13796517763315,7.90225048050644,6.38070129163689,7.74707400868082,4.16885377176899,5.30617375212629
"Gene_104","Gene_104",5.65245740060227,5.97115844707169,6.11884943300456,5.86782486714327,6.35435219644936,5.4061354375549,7.6367573491655,6.88249321039795,5.46601594277006,7.89201063250808,4.7714624292603,5.94159072015483,5.58868788467407,4.71584223486777,6.55201861362863,7.25015505558455,6.18553456117757,3.69356544980964,6.8591760307438,6.62048401429882,4.51646618778265,7.11670596384515,5.40383031513988,6.60187426694738,5.76378054633168,5.73800071441637,5.90303598376374,4.73324587136395
"Gene_105","Gene_105",5.04838143273498,6.67069596873393,4.63529054201309,3.45065722524957,6.42479978238902,4.28962033360537,5.67095802947346,7.28128612650446,6.77438460661766,6.39787711306031,5.92804897801819,6.35253374715868,5.6327901760913,3.97389041721047,6.14482665183812,4.72263994659312,6.14119961299527,4.94860772086168,4.78538246622353,6.32262376215763,4.2552618730073,5.83185339024553,5.23148680177366,7.73234970040474,6.19056124286966,6.49975457871294,6.49236345455528,7.12320174331884
"Gene_106","Gene_106",5.95497227519108,4.34945345657489,6.58998267936731,7.04057345571938,6.64834735122408,5.79055157172726,3.3959618293929,5.34131814339502,5.5243786046612,5.60297186660542,6.73445820331274,5.81767236949111,6.44030914140308,8.20532606437082,7.70839228572527,5.52141167927972,4.14790259722058,6.14755742455189,6.61905538066375,6.84044536936146,6.02423567837287,3.30719875077295,5.83925140134155,5.85313044662005,4.66806303045699,5.31110123129919,7.029039056783,6.38086999050826
"Gene_107","Gene_107",5.21509553054292,7.96809999154653,6.28934402881734,8.56757996674299,4.7801899684831,10.7966000321149,6.51398378644793,8.98242468570222,5.97557262111315,8.03789638226744,5.78611291960997,7.582827826355,6.13947113263085,8.54924416066897,6.05238938245209,8.65144985199185,6.16242001809869,7.80719456102958,8.34537993067925,8.18214266673691,3.25838611984818,8.07937513994321,6.05878068583267,8.04498598933021,6.26090020420288,7.33527426228509,5.00730644157412,8.30566405429851
"Gene_108","Gene_108",4.33205806341186,6.75640643854548,5.09578497437936,8.41620737314833,6.10723503475476,6.98970220812937,5.11353198888874,5.43484248595766,7.01900809628437,6.78511853104356,5.84960719638218,5.58705872484359,5.75074738799114,6.37564226018481,6.80714383193564,6.28099846915116,5.50682103716876,3.33204176340781,5.80197208751483,6.73230608771443,7.25450869273938,6.21141113251489,5.63097460754004,7.14748961195064,8.19067505966995,6.98070049604661,5.96524850499616,4.96438680073029
"Gene_109","Gene_109",5.61977347971224,5.46119084002241,6.22632494238106,6.6851982380511,5.05594230835015,7.67557215582683,5.00146159399607,5.03782172975776,4.79441960440144,5.78967918577064,6.12538242623055,4.91899956480132,5.79062596505816,4.8070314817019,5.05988371980749,6.58933550071484,5.29621493346257,5.16476937562241,5.81599232892366,8.00517207805254,5.3493788024469,5.22874940190688,5.25232524292064,6.50539967006237,5.77644926085203,6.9233164796629,7.12981678378371,6.85968673958451
"Gene_110","Gene_110",6.91899660906077,6.22729192167294,6.74808116249384,5.55304069103801,5.99961535128398,6.91496531831404,7.42081681358485,6.62336090190026,7.59529386747203,6.19211496387668,6.42785802210652,6.46931261600767,6.25089922580312,7.13254984181008,6.03924223684727,6.87659207938919,4.81637929365146,7.61395858579347,6.83873752775598,5.79191138712629,6.01466975621199,4.7341903432079,6.72904930105268,6.80103747498743,5.44177182666265,6.3306872852672,4.51106871377717,6.18999264782211
"Gene_111","Gene_111",5.42465303739161,8.69832063433332,7.06109525326174,11.003483211227,7.34262392000608,9.35035477223074,8.44799800701523,8.31258983646996,8.041955459993,7.94136643817044,6.41135067907326,9.53813218678643,6.46672866741392,10.0455688592205,4.00237267181591,7.39641973353289,4.8613018179661,6.9973131741965,5.9854924540115,9.24055912903474,7.19810154911883,8.2191182530159,6.66111860991813,8.07083077270647,7.37485903096621,8.66275459182703,7.14208999394909,6.48021647499346
"Gene_112","Gene_112",6.60796432222503,6.26783501533168,5.78715172135347,8.83222602391551,5.49647471306572,6.90287641449911,4.96021745859646,6.38933087814222,6.61448125004331,5.49860894206324,4.27363874613336,6.2442626358691,7.29426181595304,7.5278701045484,6.13872960168305,4.71257371221718,5.15439653146913,6.16693804116007,5.23616676839464,6.02483718234687,6.30121905668371,7.223885485643,7.64881936081943,5.95236967467408,6.83447984970894,6.31694184017936,7.823191510187,5.61233430998294
"Gene_113","Gene_113",4.38211729171084,8.21979802921192,5.90636320608895,6.34782853345036,6.71668332093883,8.04193278150564,7.03102518166676,6.98603685301858,6.42193117413682,8.16873016326079,5.82435176594011,8.37926957593438,5.58076772065961,5.54291332698278,4.51172323386029,6.39880726078854,7.24699040807504,7.0726417045168,4.58046165764909,6.8186469709799,6.42168877911899,7.08707812738445,5.01125359011905,7.81664303019005,7.41825778478758,7.97568727627085,5.26212705116245,7.24773911341788
"Gene_114","Gene_114",5.94443803447546,5.87729133902262,5.91328586501808,6.46903195595542,5.25033141591631,5.41747122600299,5.90585216163037,7.79497795592676,5.50357833230677,6.14149455835015,6.28683852320497,5.34886497506567,7.31665945128356,4.95949200136671,5.86712561557169,6.57448313703914,6.69516501188978,6.01831600175915,6.0933118694913,7.1336902950402,5.36338979716583,7.11030898866863,4.99187547977979,6.04355436493214,6.59240302132126,6.18934179703758,5.86471400750214,5.67569740774739
"Gene_115","Gene_115",6.51940720394346,5.58632348640788,7.44146175605504,5.78875308136785,5.52147178954969,5.46706526267652,6.14180745922045,6.66528800904771,6.49096141282604,7.30181266697034,6.59074001163935,5.85969122373643,4.53478364315712,6.09779160179052,5.75988312571635,5.53724572359903,6.27483248030804,5.82263505230308,5.57284949696712,6.45916378426784,4.70574160729236,7.40120355190492,5.18479425136249,6.79144564883068,6.40967070667535,4.6805906128019,2.15467983053996,6.03005318505621
